--SOURCE: CSMN666LABS SPRING 2005
--ZIPCODE,CITY,STATE
10000-0049MADEUP         QQ
10980-9046LEXINGTON      KY
10970-9991BRONX          NY
10980-9047DETROIT        MI
11000-2549DALLAS         TX
10960-8681BIRMINGHAM     AL
11000-0229BROOKLYN       NY
10970-3228JOHNSON CITY   TN
10970-3229WASHINGTON     DC
10980-9048CHICAGO        IL
10980-9049LA PUENTE      CA
10970-3230BIRMINGHAM     AL
10960-8682IOWA CITY      IA
10970-3231ROCKVILLE      MD
10980-9050SACRAMENTO     CA
10980-9051NORTHAMPTON    MA
10980-9052HUNTINGTON     WV
11000-4555ANN ARBOR      MI
10960-8683MELROSE PARK   IL
10980-9053BOSTON         MA
10970-9992GAINESVILLE    FL
10980-9054FARMINGTON     CT
11000-4556ANN ARBOR      MI
10980-9055WORCESTER      MA
10970-3232ADA            OK
10980-9056CHICAGO        IL
10980-9057SHREVEPORT     LA
11000-1452GALVESTON      TX
10970-3233CLEVELAND      OH
10980-9058SAN FRANCISCO  CA
10980-9059SAN FRANCISCO  CA
10970-3234CHEVY CHASE    MD
10960-8684LEXINGTON      KY
10970-3235SIOUX FALLS    SD
10980-9060LOMA LINDA     CA
11000-1453GALVESTON      TX
10980-9061LOMA LINDA     CA
10970-3236BRISTOL        RI
10970-3237WASHINGTON     DC
11000-1454WASHINGTON     DC
10970-3238GLENDALE       AZ
10980-9062CHICAGO        IL
10980-9063RICHMOND       VA
11000-1455LEXINGTON      KY
10970-3239BOSTON         MA
10970-3240WASHINGTON     DC
10980-9064BOSTON         MA
10980-9065SYRACUSE       NY
10970-3241DES MOINES     IA
10970-3242DES MOINES     IA
10970-9993PISCATAWAY     NJ
11000-1456CHICAGO        IL
10970-3243WASHINGTON     DC
11000-1457MAYWOOD        IL
10970-3244CLEVELAND      OH
11000-4557GRAND RAPIDS   MI
10970-3245BALTIMORE      MD
10980-9066OMAHA          NE
10970-3246PURCHASE       NY
10970-3247LOS ANGELES    CA
10980-9067WEST LAFAYETTE IN
10980-9068ST. LOUIS      MO
10980-9069MURFREESBORO   NC
10980-9070PROVIDENCE     RI
10980-9071PROVIDENCE     RI
10980-9072MINNEAPOLIS    MN
10970-3248PALO ALTO      CA
10980-9073MACON          GA
10970-3249GALVESTON      TX
10970-3250WASHINGTON     DC
10980-9074ATLANTA        GA
10980-9075PALO ALTO      CA
10970-9994BATON ROUGE    LA
11000-1458WASHINGTON     DC
10980-9076KALAMAZOO      MI
10980-9077KALAMAZOO      MI
10960-8685KALAMAZOO      MI
10980-9078CHARLESTON     SC
10980-9079RICHMOND       VA
10970-9995REDONDO BEACH  CA
10980-9080TOLEDO         OH
10980-9081LITTLE ROCK    AR
11000-4558LITTLE ROCK    AR
11000-1459LITTLE ROCK    AR
11000-4559LITTLE ROCK    AR
10970-3251LITTLE ROCK    AR
11000-4560LITTLE ROCK    AR
10980-9082CINCINNATI     OH
11000-0230WASHINGTON     DC
11000-4561WASHINGTON     DC
10980-9083MIAMI          FL
10980-9084LA JOLLA       CA
10980-9085SACRAMENTO     CA
10980-9086DENVER         CO
10980-9087AUGUSTA        GA
10980-9088BROOKLYN       NY
10970-9996NEW ORLEANS    LA
10970-9997WATERBURY      CT
11000-2550NORWALK        CT
10980-9089BOSTON         MA
10970-3252WASHINGTON     DC
10970-9998HARTFORD       CT
10980-9090RENO           NV
11000-0231DETROIT        MI
10960-8686WASHINGTON     DC
11000-2551MARYVILLE      TN
10970-9999CHICAGO        IL
10980-9091LOUISVILLE     KY
10980-0001ROOTSTOWN      OH
10980-9092ST. LOUIS      MO
10970-3253RESTON         VA
10980-9093NEW YORK       NY
10970-3254DES MOINES     IA
10970-3255ST. PAUL       MN
10960-8687LOS ANGELES    CA
10980-9094KANSAS CITY    MO
10980-9095ATLANTA        GA
10980-9096DES MOINES     IA
10980-9097MURDOCH        FR
10970-3256PITTSFORD      NY
10980-9098NORTH CHICAGO  IL
10980-9099CHICAGO        IL
11000-2552NEW YORK       NY
10980-9100CHARLOTTESVILLEVA
10980-0002BIRMINGHAM     AL
10980-9101MEMPHIS        TN
11000-0232CHICAGO        IL
10970-3257BUFFALO        NY
10970-3258SACRAMENTO     CA
10980-9102PARK RIDGE     IL
10980-9103NEW ORLEANS    LA
10980-9104OKLAHOMA CITY  OK
10980-9105PORTLAND       OR
10980-9106NEWARK         NJ
10980-9107PISCATAWAY     NJ
10980-9108CHICAGO        IL
10980-9109WARSZAWA       FR
10980-0003BUDAPEST       FR
10980-0004MONTREAL       PQ
10970-3259MILWAUKEE      WI
10970-3260COLUMBUS       OH
10970-3261MIAMI          FL
10970-3262DES MOINES     IA
10960-8688UNION          NJ
10970-3263EAST HANOVER   NJ
10980-0005NEW HAVEN      CT
11000-1460WASHINGTON     DC
10980-9110HERSHEY        PA
10980-0006BIRMINGHAM     AL
10980-0007TOLEDO         OH
10980-9111SPRINGFIELD    IL
10980-9112CHICAGO        IL
10970-3264CHICAGO        IL
10980-9113INDIANAPOLIS   IN
10980-9114WALTHAM        MA
10970-3265DAYTONA BEACH  FL
10980-9115ALBANY         NY
10960-8689BOSTON         MA
10980-9116NEW ORLEANS    LA
10970-3266NEW ORLEANS    LA
10980-9117DETROIT        MI
10980-9118GRAND RAPIDS   MI
10980-0008KANSAS CITY    MO
10980-9119MORGANTOWN     WV
10980-0009LONG BEACH     CA
10980-9120LOMA LINDA     CA
10980-9121DULUTH         MN
10980-9122STONY BROOK    NY
10970-3267NEWTOWN        PA
10980-9123WASHINGTON     DC
10970-3268MEMPHIS        TN
10970-3269BALTIMORE      MD
10980-9124COLUMBIA       SC
10980-0010RICHMOND       CA
10970-3270WASHINGTON     DC
10970-3271KANSAS CITY    MO
10970-3272NEW YORK       NY
10970-3273NEW HAVEN      CT
10970-3274WASHINGTON     DC
10980-9125BALTIMORE      MD
10980-9126INDIANAPOLIS   IN
10970-3275HERSHEY        PA
10980-9127PHILADELPHIA   PA
11000-1461DOUNERS GROVE  IL
10970-3276CARMEL         IN
10970-3277CARLE PLACE    NY
10970-3278MARTINEZ       CA
10970-3279ALBUQUERQUE    NM
10970-3280GARDEN CITY    NY
10980-9128PHILADELPHIA   PA
10970-3281WACO           TX
10970-3282WACO           TX
10970-3283DES MOINES     IA
10970-3284CHESTERFIELD   MO
10980-9129ALBANY         NY
10970-3285WASHINGTON     DC
10980-9130NASHVILLE      TN
10970-3286OAKBROOK TERRACIL
10970-3287WILMINGTON     DE
10970-3288WILMINGTON     DE
10980-9131OTTAWA         ON
10970-3289OTTAWA         ON
11000-0233ST. JOHN'S     NF
10970-3290OTTAWA         ON
10970-3291PITTSBURGH     PA
10970-3292MISSISSAUGA    ON
10970-3293EDMONTON       AB
10980-9132CALGARY        AB
10970-3294MONTREAL       PQ
11000-2553BAYAMON        PR
10980-0011TULSA          OK
10980-9133BUFFALO        NY
10980-9134SAN FRANCISCO  CA
11000-4562BOSTON         MA
10980-9135MAYWOOD        IL
10980-9136NEW BRITAIN    CT
10980-9137NEW BRITAIN    CT
10970-3295SPRINGFIELD    MA
10980-0012HONOLULU       HI
10980-9138LOS ANGELES    CA
11000-1462ALBANY         NY
10980-9139GAINESVILLE    FL
10980-9140CHICAGO        IL
10980-9142NEW HAVEN      CT
10980-9143PHILADELPHIA   PA
10980-0013GUILFORD       CT
10970-3296OKLAHOMA CITY  OK
11000-4563SPRINGFIELD    IL
10980-9144LYNN           MA
11000-4564COLLEGE STATIONTX
10980-9145NEW YORK       NY
10980-9146OMAHA          NE
10980-9147NEW HYDE PARK  NY
10980-9148WASHINGTON     DC
10970-3297NEW YORK       NY
10980-0014SAN ANTONIO    TX
11000-2554LOUISVILLE     KY
10980-9149SEATTLE        WA
10980-9150HOUSTON        TX
10980-9151SEATTLE        WA
11000-4565HOUSTON        TX
10980-9152ST LOUIS       MO
11000-1463MADISON        WI
10980-0015NEW HAVEN      CT
10980-9153DETROIT        MI
10980-9154STANFORD       CA
10980-9155MINNEAPOLIS    MN
10980-9156BIRMINGHAM     AL
10980-9157NEW HAVEN      CT
10980-9158LOUISVILLE     KY
11000-4566CHARLESTON     SC
10980-9159DULUTH         MN
10970-3298NEW YORK       NY
10980-9160SAN JUAN       PR
10980-9161GAINESVILLE    FL
10970-3299LITTLE ROCK    AR
10970-3300WASHINGTON     DC
11000-1464POCATALA       ID
10970-3301WASHINGTON     DC
10960-8690NEW YORK       NY
10980-9162SCARSDALE      NY
10980-9163WASHINGTON     DC
10980-0016SEATTLE        WA
10980-0017SEATTLE        WA
10980-9164MORGANTOWN     WV
10980-9165MORGANTOWN     WV
10980-9166ROCHESTER      NY
10980-9167NASHVILLE      TN
10970-3302SAN LUIS OBISPOCA
10970-3303NEW HAVEN      CT
10970-3304LEXINGTON      KY
11000-1465BATON ROUGE    LA
10970-3305BATON ROUGE    LA
10960-8691KEAMS CANYON   AZ
11000-4567SEATTLE        WA
10970-3306DETROIT        MI
10970-3307HATTIESBURG    MS
10970-3308COLUMBIA       MO
11000-1466ROLLA          MO
10970-3309LINCOLN        NE
11000-4568ROCKFORD       IL
10980-9168CHICAGO        IL
10960-8692SHAKER HEIGHTS OH
10980-0018BOWIE          MD
10970-3310WASHINGTON     DC
10970-3311SACRAMENTO     CA
11000-4569COLUMBUS       OH
11000-4570COLUMBUS       OH
10980-9169CINCINNATI     OH
11000-1467HANOVER        NH
10970-3312BALTIMORE      MD
10970-3313BALTIMORE      MD
10970-3314LOS ANGELES    CA
10970-3315LOS ANGELES    CA
10970-3316GALVESTON      TX
11000-1468CHARLOTTE      NC
10970-3317PORTLAND       OR
10970-3318EUGENE         OR
10970-3319DAYTONA BEACH  FL
10980-9170GUELPH         ON
10980-9171LONDON         ON
11000-4571CINCINNATI     OH
10980-9172SAN JUAN       PR
11000-4572CINCINNATI     OH
10980-9173KANSAS CITY    KS
10970-3320NEW ORLEANS    LA
11000-4573CINCINNATI     OH
10980-9174LOS ANGELES    CA
11000-4574LOS ANGELES    CA
11000-4575LOS ANGELES    CA
11000-4576LOS ANGELES    CA
10980-9175SAN ANTONIO    TX
10980-9176LOS ANGELES    CA
10980-9177LOS ANGELES    CA
10980-9178TAMPA          FL
10980-9179ALBANY         NY
10980-9180WASHINGTON     DC
10980-9181BAYAMON        PR
10970-3321BALTIMORE      MD
10980-9182NEW YORK       NY
11000-4577CHAPEL HILL    NC
10970-3322DURHAM         NC
10980-9183JACKSON        MS
10970-3323WASHINGTON     DC
11000-2555BLOOMINGTON    IN
10980-9184BLOOMINGTON    IN
10970-3324WASHINGTON     DC
10980-9185AUGUSTA        GA
10980-9186CLEVELAND      OH
10970-3325BOSTON         MA
10980-9187SAN LORENTO    PR
10970-3326KNOXVILLE      TN
10970-3327WASHINGTON     DC
11000-1469AUSTIN         TX
10980-0019SALT LAKE CITY UT
10970-3328BURLINGTON     VT
10970-3329WALTHAM        MA
10980-9188BUFFALO        NY
10970-3330PHILADELPHIA   PA
11000-2556LA JOLLA       CA
10970-3331WASHINGTON     DC
10970-3332NEW YORK       NY
10970-3333WASHINGTON     DC
10970-3334WASHINGTON     DC
10980-0020TYLER          TX
10980-9189PRINCETON      NJ
10970-3335BROOKLYN       NY
10970-3336BROOKLYN       NY
10980-9190NEW YORK       NY
10980-9191NEW YORK       NY
10980-9192NEW YORK       NY
10960-8693BROOKLYN       NY
10960-8694MADISON        WI
10970-3337NEW ORLEANS    LA
10980-9193PITTSBURGH     PA
10980-9194MEMPHIS        TN
10980-9195WASHINGTON     DC
10970-3338OMAHA          NE
11000-4578MILWAUKEE      WI
10970-3339CHICAGO        IL
10970-3340FLUSHING       NY
10970-3341WILMINGTON     DE
10970-3342IOWA CITY      IA
10980-9196LOUISVILLE     KY
10980-9197CREVE COVE     MO
10980-9198NEW YORK       NY
11000-4579DENVER         CO
10980-9199NORTH CHICAGO  IL
10980-9200NEW YORK       NY
11000-2557CAMBRIDGE      MA
10970-3343HOFFMAN ESTATESIL
10980-9201BURLINGTON     VT
10970-3344SAN FRANCISCO  CA
10980-9202SACRAMENTO     CA
10980-9203LOS ANGELES    CA
10980-9204ST. LOUIS      MO
11000-0234HAMILTON       ON
11000-4580BOSTON         MA
10970-3345ARLINGTON      VA
10970-3346BALTIMORE      MD
10970-3347DIAMOND BAR    CA
10970-3348HERNDON        VA
10970-3349PHILADELPHIA   PA
11000-1470WASHINGTON     DC
10980-9205MOBILE         AL
10980-9206STANFORD       CA
10960-8695SEATTLE        WA
10980-9207CHARLESTON     SC
10980-9208WASHINGTON     DC
10980-9209SHERMAN        IL
10980-9210AUGUSTA        GA
11000-2558DULUTH         MN
11000-0235LUBBOCK        TX
10970-3350TALLAHASSEE    FL
10970-3351PORTLAND       ME
10970-3352NEW YORK       NY
10980-9211STANFORD       CA
10980-9212PITTSBURGH     PA
10970-3353CLEVELAND      OH
10980-9213CLEVELAND      OH
10970-3354HEMET          CA
10980-9214MINNEAPOLIS    MN
11000-1471WASHINGTON     DC
10980-9215NEW BRUNSWICK  NJ
10980-9216MADISON        WI
10980-9217SACRAMENTO     CA
10980-9218DETROIT        MI
10980-9219INDIANAPOLIS   IN
10980-9220CHARLESTON     WV
10980-9221CHARLESTON     WV
10980-9222BATON ROUGE    LA
11000-4581BATON ROUGE    LA
10980-9223BATON ROUGE    LA
10980-9224CLEVELAND      OH
10980-0021CLEVELAND      OH
10980-9225CLEVELAND      OH
10980-9226JACKSONVILLE   FL
10980-9227JACKSONVILLE   FL
10980-9228JACKSONVILLE   FL
10980-0022PITTSBURGH     PA
11000-4582WORCESTER      MA
10980-0023NO.FALMOUTH    MA
10980-9229LITTLE ROCK    AR
10980-9230LITTLE ROCK    AR
10980-9231SALT LAKE CITY UT
10980-9232SALT LAKE CITY UT
10980-0024SALT LAKE CITY UT
10980-9233ST. LOUIS      MO
10980-9234ST. LOUIS      MO
10980-9235MILWAUKEE      WI
10980-9236BUFFALO        NY
10980-9237BUFFALO        NY
10980-9238PORTLAND       OR
10980-9239PORTLAND       OR
10980-9240NASHVILLE      TN
10980-9241MURFREESBORO   TN
10980-9242CAMDEN         NJ
10980-9243CAMDEN         NJ
10980-9244DETROIT        MI
10980-9245KETTERING      OH
10980-9246KETTERING      OH
10980-9247RICHMOND       VA
10980-9248BALTIMORE      MD
10980-0025BALTIMORE      MD
10980-9249BALTIMORE      MD
11000-4583BALTIMORE      MD
10980-9250WILMINGTON     DE
10980-9251WILMINGTON     DE
10980-9252ANN ARBOR      MI
10980-0026WASHINGTON     DC
10980-9253WASHINGTON     DC
10980-9254BALTIMORE      MD
10980-9255BALTIMORE      MD
10980-0027BALTIMORE      MD
10980-9256BALTIMORE      MD
10980-9257HERSHEY        PA
10980-9258BETHESDA       MD
10980-9259MADISON        WI
10980-9260NEWARK         NJ
10980-9261GREENSBORO     NC
10980-9262GREENVILLE     NC
10960-8696LOS ANGELES    CA
10970-3355WASHINGTON     DC
10980-9263MORGANTOWN     WV
10980-9264NEW YORK       NY
10980-9265NEW YORK       NY
10980-9266BOSTON         MA
10980-9267BROCKTON       MA
10980-9268ATLANTA        GA
10980-9269COLUMBIA       MO
10980-9270COLUMBIA       MO
10980-9271SPRINGFIELD    IL
11000-0236MOBILE         AL
10980-9272NEPTUNE        NJ
10980-0028NORTHPORT      NY
11000-2559VANCOUVER      BC
10980-9273PITTSBURGH     PA
10980-9274PHILADELPHIA   PA
10980-0029TYLER          TX
10980-9275BRONX          NY
10980-9276ELMHURST       NY
10980-0030ELMHURST       NY
10980-9277EVANSTON       IL
10980-9278EVANSTON       IL
10980-9279WATERBURY      CT
10970-3356HERSHEY        PA
10980-9280HERSHEY        PA
10980-9281MOBILE         AL
10980-9282FARGO          ND
10980-0031COLUMBIA       MO
10980-9283BRONX          NY
10980-9284SAN ANTONIO    TX
10980-9285CINCINNATI     OH
10980-9286NEWARK         NJ
10980-9287CLEVELAND      OH
10980-9288KALAMAZOO      MI
10980-9289INDIANAPOLIS   IN
10980-9290SALEM          VA
10980-9291BAKERSFIELD    CA
10980-9292CAMDEN         NJ
10980-9293PHILADELPHIA   PA
10980-9294SAN FRANCISCO  CA
10980-0032SAN FRANCISCO  CA
10980-9295WORCESTER      MA
11000-4584GRAND RAPIDS   MI
10980-9296GRAND RAPIDS   MI
10970-3357PARK RIDGE     IL
10970-3358ALEXANDRIA     VA
10980-0033DETROIT        MI
10980-9297DETROIT        MI
10980-9298DETROIT        MI
10980-9299DETROIT        MI
10980-9300KANSAS CITY    MO
10980-9301MARTINEZ       CA
10980-9302CLEVELAND      OH
10980-9303PLEASANT HILL  CA
10980-9304MARTINEZ       CA
10980-9305MILWAUKEE      WI
10970-3359WASHINGTON     DC
10970-3360WASHINGTON     DC
10980-9306PLEASANT HILL  CA
10970-3361WASHINGTON     DC
10980-9307SEATTLE        WA
10980-0034WEST HAVEN     CT
10980-9308PHOENIX        AZ
10980-0035PHILADELPHIA   PA
10980-9309DETROIT        MI
10980-9310DETROIT        MI
10980-9311CHICAGO        IL
10980-9312CHICAGO        IL
10980-9313HACKENSACK     NJ
10980-9314DETROIT        MI
10980-9315PITTSBURGH     PA
10980-9316SAN ANTONIO    TX
10980-9317NEWINGTON      CT
10980-9318MILWAUKEE      WI
10980-9320KANSAS CITY    MO
10980-9321MOUNTAIN HOME  TN
10980-9322MOUNTAIN HOME  TN
10980-9323GAINESVILLE    FL
10980-9324PORTLAND       OR
10980-9325MORRISTOWN     NJ
10980-0036MORRISTOWN     NJ
10980-9326CHAPEL HILL    NC
10980-9327BROOKLYN       NY
10980-9328BROOKLYN       NY
10980-9329DETROIT        MI
10980-9330NEW YORK       NY
10980-9331DETROIT        MI
10980-0037CLEVELAND      OH
10980-0038PHOENIX        AZ
11000-2560EDMONTON       AB
10980-9332SUMMIT         NJ
10980-9333BRONX          NY
10980-9334SUMMIT         NJ
10970-3362SUMMIT         NJ
11000-0237ABBOTT PARK    IL
10970-3363LINCOLNSHIRE   IL
10960-8697RES TRIANGLE PANC
10970-3364SOMERVILLE     NJ
10970-3365RIDGEFIELD     CT
10980-9335EVANSTON       IL
10970-3366PRINCETON      NJ
10970-3367MALVERN        PA
10960-8698WILMINGTON     DE
10970-3368ROCHESTER      NY
10960-8699WILMINGTON     DE
10960-8700WAYNE          NJ
10970-3369RARITAN        NJ
10970-3370SOUTH SAN FRANCCA
10960-8701WHIPPANY       NJ
10980-9336ROYAL OAK      MI
10980-9337NEW ORLEANS    LA
10980-9338HONOLULU       HI
10980-9339HONOLULU       HI
10980-9340LOS ANGELES    CA
11000-0238COLUMBUS       OH
10970-3371BALTIMORE      MD
10980-9341KANSAS CITY    MO
10980-9342KANSAS CITY    MO
10980-0039KANSAS CITY    MO
10980-9343KANSAS CITY    MO
10980-9344WASHINGTON     DC
10980-9345CINCINNATI     OH
11000-0239BIRMINGHAM     AL
11000-0240BALTIMORE      MD
10980-9346NEW YORK       NY
10980-0040HOUSTON        TX
10980-9347GALVESTON      TX
11000-2561LONG BEACH     CA
10980-0041PALO ALTO      CA
10980-0042HARTFORD       CT
10980-0043NEW HAVEN      CT
10980-0044MIAMI          FL
10980-9348AUGUSTA        GA
10960-8702BIRMINGHAM     AL
10970-3372OAK PARK       IL
10970-3373OCALA          FL
10960-8703PHILADELPHIA   PA
10970-3374DALLAS         TX
10960-8704COLUMBUS       OH
10960-8705CHICAGO        IL
10960-8706ARLINGTON      VA
10970-3375BETHLEHEM      PA
10970-3376KANSAS CITY    MO
10970-3377ALEXANDRIA     VA
11000-1472ROCKVILLE      MD
10970-3378LYNDHURST      VA
10960-8707WASHINGTON     DC
10970-3379GERMANTOWN     TN
10970-3380ST. PAUL       MN
10960-8708CHICAGO        IL
10960-8709CHICAGO        IL
10970-3381WASHINGTON     DC
10980-9349KANSAS CITY    MO
10970-3382MOORIS PLAINS  NJ
10970-3383NEW YORK       NY
10960-8710NORWALK        CT
10970-3384PHILADELPHIA   PA
10970-3385NORWICH        NY
10970-3386NORWELL        MA
10970-3387PALO ALTO      CA
10970-3388CRANBURY       NJ
10970-3389PHILADELPHIA   PA
10970-3390NUTLEY         NJ
10970-3391WEST POINT     PA
10970-3392NEW YORK       NY
10970-3393INDIANAPOLIS   IN
10970-3394RTP            NC
11000-0241CHICAGO        IL
10970-3395COLLEGEVILLE   PA
10970-3396MEQUON         WI
10960-8711VANCOUVER      WA
10970-3397MONTREAL       PQ
10970-3398AUGUSTA        CA
10970-3399NEW YORK       NY
10980-9350BUSH           LA
10970-3400ALEXANDRIA     VA
10970-3401LAGUNA NIGUEL  CA
10970-3402HORSHAM        PA
10970-3403LUTZ           FL
10980-9351DALLAS         TX
11000-2562BOSTON         MA
11000-4585BOSTON         MA
10980-0045BROOKLYN       NY
10980-9352NEW YORK       NY
10980-0046NEW YORK       NY
10960-8712CLEVELAND      OH
11000-2563DARBY          PA
10980-9353CINCINNATI     OH
10980-9354CINCINNATI     OH
10980-0047PITTSBURGH     PA
10980-0048PITTSBURGH     PA
10980-9355SALT LAKE CITY UT
10980-0049FALLS CHURCH   VA
10980-0050RICHMOND       VA
11000-2564COLUMBUS       OH
10980-0051HARTFORD       CT
10980-9356OMAHA          NE
10980-9357OMAHA          NE
10980-9358MILWAUKEE      WI
10980-9359VALHALLA       NY
10980-9360VALHALLA       NY
10980-9361HOUSTON        TX
10980-9362HOUSTON        TX
10980-9363JAMAICA        NY
10980-9364MEMPHIS        TN
10980-9365WASHINGTON     DC
10980-9366PHILADELPHIA   PA
10980-9367PHILADELPHIA   PA
10970-3404MINNEAPOLIS    MN
11000-2565DANBURY        CT
11000-2566DANBURY        CT
11000-2567AL             AL
10980-0052BIRMINGHAM     AL
10980-0053BIRMINGHAM     AL
10980-9368CHICAGO        IL
10980-9369CHICAGO        IL
10980-9370CHICAGO        IL
10980-0054BATON ROUGE    LA
10980-9371CHICAGO        IL
11000-2568BATON ROUGE    LA
10980-9372CHICAGO        IL
10980-9373NEW ORLEANS    LA
11000-2569FRESNO         CA
10980-9374NEW ORLEANS    LA
10980-0055NEW ORLEANS    LA
10980-9375PHILADELPHIA   PA
10980-9376PHILADELPHIA   PA
10980-9377LOUISVILLE     KY
10980-9378LOUISVILLE     KY
11000-2570ST. LOUIS      MO
11000-2571WHEATON        IL
10980-9379ORANGE         CA
10980-0056WHEATON        IL
10980-0057WHEATON        IL
10980-9380ORANGE         CA
10980-9381PITTSBURGH     PA
10980-9382PITTSBURGH     PA
10980-9383PITTSBURGH     PA
10980-9384PITTSBURGH     PA
10980-9385CHICAGO        IL
10980-9386LEBANON        NH
10980-9387RICHMOND       VA
10980-9388RICHMOND       VA
10980-9389SPRINGFIELD    IL
10970-3405CAMBRIDGE      MA
10980-0058DENVER         CO
10980-9390BOSTON         MA
10980-9391BOSTON         MA
10980-9392BOSTON         MA
10980-9393BOSTON         MA
10980-9394BOSTON         MA
10980-9395BOSTON         MA
10980-9396PITTSBURGH     PA
11000-4586NORTH CHICAGO  IL
10980-9397WASHINGTON     DC
10980-9398WASHINGTON     DC
10980-9399SYRACUSE       NY
10980-9400DURHAM         NC
10980-9401CLEVELAND      OH
10980-9402BIRMINGHAM     AL
10980-9403IOWA CITY      IA
10980-9404KANSAS CITY    KS
10980-9405GAINESVILLE    FL
10970-3406ROCKVILLE      MD
10960-8713BALTIMORE      MD
11000-0242CHAPEL HILL    NC
10980-9406MANHASSET      NY
10960-8714BOSTON         MA
10980-9407MANHASSET      NY
10980-9408MANHASSET      NY
11000-0243ARLINGTON      VA
10960-8715WASHINGTON     DC
11000-4587WORCESTER      MA
10970-3407BETHESDA       MD
10980-9409LOUISVILLE     KY
10980-9410AKRON          OH
10980-9411AKRON          OH
10980-9412AKRON          OH
10980-9413NEW YORK       NY
10980-9414BRIDGEPORT     CT
10980-9415BRIDGEPORT     CT
10980-9416BRIDGEPORT     CT
10980-9417BRIDGEPORT     CT
10970-3408NORFOLK        VA
10980-0059KIRKSVILLE     MO
10980-9418CHICAGO        IL
10980-9419PITTSBURGH     PA
10980-9420PITTSBURGH     PA
10980-9421BATON ROUGE    LA
10980-9422BATON ROUGE    LA
10980-9423BATON ROUGE    LA
10980-9424BATON ROUGE    LA
10980-9425BATON ROUGE    LA
10980-9426SEATTLE        WA
10980-9427PHILADELPHIA   PA
10980-9428PHILADELPHIA   PA
10980-9429PITTSBURGH     PA
10980-9430PITTSBURGH     PA
10980-9431PITTSBURGH     PA
10980-9432CINCINNATI     OH
10980-9433LITTLE ROCK    AR
10960-8716DETROIT        MI
10980-9434TAMPA          FL
10980-9435TAMPA          FL
10980-9436TAMPA          FL
10980-9437TAMPA          FL
10980-9438LATROBE        PA
10980-9439LATROBE        PA
10970-3409ANN ARBOR      MI
10980-9440YOUNGSTOWN     OH
10980-9441YOUNGSTOWN     OH
10980-9442UPLAND         PA
10980-9443LOS ANGELES    CA
10980-9444LOS ANGELES    CA
10970-3410ROCHESTER      NY
10980-9445LOS ANGELES    CA
10980-0060LONG BEACH     CA
10980-9446LONG BEACH     CA
10980-9447NEWARK         NJ
10980-9448SAN FRANCISCO  CA
10980-9449PALO ALTO      CA
10980-9450PALO ALTO      CA
10980-9451NEW ORLEANS    LA
10980-9452GREENVILLE     SC
10980-9453GREENVILLE     SC
10980-9454BALTIMORE      MD
10980-0061BALTIMORE      MD
10980-9455CHICAGO        IL
10980-9456LOS ANGELES    CA
10980-9457FARMINGTON     CT
10980-9458FARMINGTON     CT
11000-1473WINSTON-SALEM  NC
10980-9459WINSTON-SALEM  NC
10980-9460WINSTON-SALEM  NC
10980-9461SAN FRANCISCO  CA
10980-9462SAN FRANCISCO  CA
10980-9463NEW YORK       NY
10980-9464NEW ORLEANS    LA
10980-9465SOUTHFIELD     MI
10970-3411PORTLAND       OR
10980-9466SAN DIEGO      CA
10980-9467PHILADELPHIA   PA
10980-9468LOS ANGELES    CA
10980-0062TOLEDO         OH
10980-9469TOLEDO         OH
10980-9470BOSTON         MA
10980-9471SHREVEPORT     LA
10980-9472SHREVEPORT     LA
10980-9473CHARLESTON     SC
10980-9474GAINESVILLE    FL
10980-0063FLINT          MI
10980-9475AUGUSTA        GA
10980-9476SYRACUSE       NY
10980-9477PHILADELPHIA   PA
10980-9478PHILADELPHIA   PA
10980-9479NASHVILLE      TN
10980-9480ORLANDO        FL
10980-9481CHICAGO        IL
10980-9482LOS ANGELES    CA
10980-9483WORCESTER      MA
10980-9484BIRMINGHAM     AL
10980-9485BIRMINGHAM     AL
10980-9486BIRMINGHAM     AL
10980-9487OKLAHOMA CITY  OK
10980-9488OKLAHOMA CITY  OK
10980-9489PHILADELPHIA   PA
10980-9490OKLAHOMA CITY  OK
10980-9491LANSING        MI
10980-9492LANSING        MI
10980-9493SAN JUAN       PR
10980-9494CHICAGO        IL
10980-9495EAST ORANGE    NJ
10980-9496DENVER         CO
10980-9497DENVER         CO
10980-9498DENVER         CO
10980-9499NEW YORK       NY
10980-9500COLUMBUS       OH
10980-9501DALLAS         TX
10980-9502MIAMI          FL
10980-9503MIAMI          FL
10980-9504MIAMI          FL
10980-9505HOUSTON        TX
10980-9506HOUSTON        TX
10980-9507HOUSTON        TX
10980-9508AUGUSTA        GA
10980-9509SAINT PAUL     MN
10980-9510SYRACUSE       NY
10980-9511LITTLE ROCK    AR
10980-9512INDIANAPOLIS   IN
10980-9513INDIANAPOLIS   IN
10980-9514INDIANAPOLIS   IN
10980-9515DETROIT        MI
10980-9516NEWARK         NJ
10980-9517LOMA LINDA     CA
10980-9518WORCESTER      MA
10980-9519BRIDGEPORT     CT
10980-9520MAYWOOD        IL
10980-0064MAYWOOD        IL
10980-9521COOPERSTOWN    NY
10980-9522BOSTON         MA
10980-9523BOSTON         MA
10980-9524FALLS CHURCH   VA
10980-9525FALLS CHURCH   VA
10980-9526MIAMI          FL
10980-9527DENVER         CO
10980-9528DALLAS         TX
